comparison_scope,component_esto_flow,component_esto_product,current_component_signature,compiled_component_signature,membership_status
esto_leap_ninth,14.03.03 Non ferrous metals,02.05 Other recovered gases,14.03.03 Non ferrous metals::02.01 Coke oven coke|14.03.03 Non ferrous metals::02.03 Coke oven gas|14.03.03 Non ferrous metals::02.04 Blast furnace gas|14.03.03 Non ferrous metals::02.05 Other recovered gases|14.03.03 Non ferrous metals::02.06 Patent fuel|14.03.03 Non ferrous metals::02.07 Coal tar|14.03.03 Non ferrous metals::02.08 BKB/PB,14.03.03 Non ferrous metals::02.01 Coke oven coke|14.03.03 Non ferrous metals::02.03 Coke oven gas|14.03.03 Non ferrous metals::02.04 Blast furnace gas|14.03.03 Non ferrous metals::02.05 Other recovered gases|14.03.03 Non ferrous metals::02.06 Patent fuel|14.03.03 Non ferrous metals::02.07 Coal tar|14.03.03 Non ferrous metals::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,02.06 Patent fuel,14.03.03 Non ferrous metals::02.01 Coke oven coke|14.03.03 Non ferrous metals::02.03 Coke oven gas|14.03.03 Non ferrous metals::02.04 Blast furnace gas|14.03.03 Non ferrous metals::02.05 Other recovered gases|14.03.03 Non ferrous metals::02.06 Patent fuel|14.03.03 Non ferrous metals::02.07 Coal tar|14.03.03 Non ferrous metals::02.08 BKB/PB,14.03.03 Non ferrous metals::02.01 Coke oven coke|14.03.03 Non ferrous metals::02.03 Coke oven gas|14.03.03 Non ferrous metals::02.04 Blast furnace gas|14.03.03 Non ferrous metals::02.05 Other recovered gases|14.03.03 Non ferrous metals::02.06 Patent fuel|14.03.03 Non ferrous metals::02.07 Coal tar|14.03.03 Non ferrous metals::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,02.07 Coal tar,14.03.03 Non ferrous metals::02.01 Coke oven coke|14.03.03 Non ferrous metals::02.03 Coke oven gas|14.03.03 Non ferrous metals::02.04 Blast furnace gas|14.03.03 Non ferrous metals::02.05 Other recovered gases|14.03.03 Non ferrous metals::02.06 Patent fuel|14.03.03 Non ferrous metals::02.07 Coal tar|14.03.03 Non ferrous metals::02.08 BKB/PB,14.03.03 Non ferrous metals::02.01 Coke oven coke|14.03.03 Non ferrous metals::02.03 Coke oven gas|14.03.03 Non ferrous metals::02.04 Blast furnace gas|14.03.03 Non ferrous metals::02.05 Other recovered gases|14.03.03 Non ferrous metals::02.06 Patent fuel|14.03.03 Non ferrous metals::02.07 Coal tar|14.03.03 Non ferrous metals::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,02.08 BKB/PB,14.03.03 Non ferrous metals::02.01 Coke oven coke|14.03.03 Non ferrous metals::02.03 Coke oven gas|14.03.03 Non ferrous metals::02.04 Blast furnace gas|14.03.03 Non ferrous metals::02.05 Other recovered gases|14.03.03 Non ferrous metals::02.06 Patent fuel|14.03.03 Non ferrous metals::02.07 Coal tar|14.03.03 Non ferrous metals::02.08 BKB/PB,14.03.03 Non ferrous metals::02.01 Coke oven coke|14.03.03 Non ferrous metals::02.03 Coke oven gas|14.03.03 Non ferrous metals::02.04 Blast furnace gas|14.03.03 Non ferrous metals::02.05 Other recovered gases|14.03.03 Non ferrous metals::02.06 Patent fuel|14.03.03 Non ferrous metals::02.07 Coal tar|14.03.03 Non ferrous metals::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,06.01 Crude oil,14.03.03 Non ferrous metals::06.01 Crude oil,14.03.03 Non ferrous metals::06.01 Crude oil,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.01 Motor gasoline,14.03.03 Non ferrous metals::07.01 Motor gasoline,14.03.03 Non ferrous metals::07.01 Motor gasoline,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.02 Aviation gasoline,14.03.03 Non ferrous metals::07.02 Aviation gasoline,14.03.03 Non ferrous metals::07.02 Aviation gasoline,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.03 Naphtha,14.03.03 Non ferrous metals::07.03 Naphtha,14.03.03 Non ferrous metals::07.03 Naphtha,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.04 Gasoline type jet fuel,14.03.03 Non ferrous metals::07.04 Gasoline type jet fuel|14.03.03 Non ferrous metals::07.05 Kerosene type jet fuel,14.03.03 Non ferrous metals::07.04 Gasoline type jet fuel|14.03.03 Non ferrous metals::07.05 Kerosene type jet fuel,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.05 Kerosene type jet fuel,14.03.03 Non ferrous metals::07.04 Gasoline type jet fuel|14.03.03 Non ferrous metals::07.05 Kerosene type jet fuel,14.03.03 Non ferrous metals::07.04 Gasoline type jet fuel|14.03.03 Non ferrous metals::07.05 Kerosene type jet fuel,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.06 Kerosene,14.03.03 Non ferrous metals::07.06 Kerosene,14.03.03 Non ferrous metals::07.06 Kerosene,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.07 Gas/diesel oil,14.03.03 Non ferrous metals::07.07 Gas/diesel oil,14.03.03 Non ferrous metals::07.07 Gas/diesel oil,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.08 Fuel oil,14.03.03 Non ferrous metals::07.08 Fuel oil,14.03.03 Non ferrous metals::07.08 Fuel oil,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.09 LPG,14.03.03 Non ferrous metals::07.09 LPG,14.03.03 Non ferrous metals::07.09 LPG,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.10 Refinery gas (not liquefied),14.03.03 Non ferrous metals::07.10 Refinery gas (not liquefied),14.03.03 Non ferrous metals::07.10 Refinery gas (not liquefied),unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.11 Ethane,14.03.03 Non ferrous metals::07.11 Ethane,14.03.03 Non ferrous metals::07.11 Ethane,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.12 White spirit SBP,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.13 Lubricants,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.14 Bitumen,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.15 Paraffin waxes,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.16 Petroleum coke,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.17 Other products,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,14.03.03 Non ferrous metals::07.12 White spirit SBP|14.03.03 Non ferrous metals::07.13 Lubricants|14.03.03 Non ferrous metals::07.14 Bitumen|14.03.03 Non ferrous metals::07.15 Paraffin waxes|14.03.03 Non ferrous metals::07.16 Petroleum coke|14.03.03 Non ferrous metals::07.17 Other products,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,07.99 PetProd nonspecified,14.03.03 Non ferrous metals::07.99 PetProd nonspecified,14.03.03 Non ferrous metals::07.99 PetProd nonspecified,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,08.01 Natural gas,14.03.03 Non ferrous metals::08.01 Natural gas,14.03.03 Non ferrous metals::08.01 Natural gas,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,08.03 Gas works gas,14.03.03 Non ferrous metals::08.03 Gas works gas,14.03.03 Non ferrous metals::08.03 Gas works gas,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,15.01 Fuelwood & woodwaste,14.03.03 Non ferrous metals::15.01 Fuelwood & woodwaste,14.03.03 Non ferrous metals::15.01 Fuelwood & woodwaste,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,15.02 Bagasse,14.03.03 Non ferrous metals::15.02 Bagasse,14.03.03 Non ferrous metals::15.02 Bagasse,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,15.03 Charcoal,14.03.03 Non ferrous metals::15.03 Charcoal,14.03.03 Non ferrous metals::15.03 Charcoal,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,15.04 Black liquor,14.03.03 Non ferrous metals::15.04 Black liquor,14.03.03 Non ferrous metals::15.04 Black liquor,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,15.05 Other biomass,14.03.03 Non ferrous metals::15.05 Other biomass,14.03.03 Non ferrous metals::15.05 Other biomass,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,16.01 Biogas,14.03.03 Non ferrous metals::16.01 Biogas,14.03.03 Non ferrous metals::16.01 Biogas,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,16.02 Industrial waste,14.03.03 Non ferrous metals::16.02 Industrial waste,14.03.03 Non ferrous metals::16.02 Industrial waste,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,16.03 Municipal solid waste (renewable),14.03.03 Non ferrous metals::16.03 Municipal solid waste (renewable),14.03.03 Non ferrous metals::16.03 Municipal solid waste (renewable),unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,16.04 Municipal solid waste (non-renewable),14.03.03 Non ferrous metals::16.04 Municipal solid waste (non-renewable),14.03.03 Non ferrous metals::16.04 Municipal solid waste (non-renewable),unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,16.05 Biogasoline,14.03.03 Non ferrous metals::16.05 Biogasoline,14.03.03 Non ferrous metals::16.05 Biogasoline,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,16.06 Biodiesel,14.03.03 Non ferrous metals::16.06 Biodiesel,14.03.03 Non ferrous metals::16.06 Biodiesel,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,16.07 Bio jet kerosene,14.03.03 Non ferrous metals::16.07 Bio jet kerosene,14.03.03 Non ferrous metals::16.07 Bio jet kerosene,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,16.08 Other liquid biofuels,14.03.03 Non ferrous metals::16.08 Other liquid biofuels,14.03.03 Non ferrous metals::16.08 Other liquid biofuels,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,16.09 Other sources,14.03.03 Non ferrous metals::16.09 Other sources,14.03.03 Non ferrous metals::16.09 Other sources,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,16.12 Hydrogen,14.03.03 Non ferrous metals::16.12 Hydrogen,14.03.03 Non ferrous metals::16.12 Hydrogen,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,17 Electricity,14.03.03 Non ferrous metals::17 Electricity,14.03.03 Non ferrous metals::17 Electricity,unchanged
esto_leap_ninth,14.03.03 Non ferrous metals,18 Heat,14.03.03 Non ferrous metals::18 Heat,14.03.03 Non ferrous metals::18 Heat,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,01.02 Other bituminous coal,14.03.04 Non-metallic mineral products::01.02 Other bituminous coal|14.03.04 Non-metallic mineral products::01.03 Sub-bituminous coal|14.03.04 Non-metallic mineral products::01.04 Anthracite,14.03.04 Non-metallic mineral products::01.02 Other bituminous coal|14.03.04 Non-metallic mineral products::01.03 Sub-bituminous coal|14.03.04 Non-metallic mineral products::01.04 Anthracite,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,01.03 Sub-bituminous coal,14.03.04 Non-metallic mineral products::01.02 Other bituminous coal|14.03.04 Non-metallic mineral products::01.03 Sub-bituminous coal|14.03.04 Non-metallic mineral products::01.04 Anthracite,14.03.04 Non-metallic mineral products::01.02 Other bituminous coal|14.03.04 Non-metallic mineral products::01.03 Sub-bituminous coal|14.03.04 Non-metallic mineral products::01.04 Anthracite,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,01.04 Anthracite,14.03.04 Non-metallic mineral products::01.02 Other bituminous coal|14.03.04 Non-metallic mineral products::01.03 Sub-bituminous coal|14.03.04 Non-metallic mineral products::01.04 Anthracite,14.03.04 Non-metallic mineral products::01.02 Other bituminous coal|14.03.04 Non-metallic mineral products::01.03 Sub-bituminous coal|14.03.04 Non-metallic mineral products::01.04 Anthracite,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,01.05 Lignite,14.03.04 Non-metallic mineral products::01.05 Lignite,14.03.04 Non-metallic mineral products::01.05 Lignite,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,01.99 Coal nonspecified,14.03.04 Non-metallic mineral products::01.99 Coal nonspecified,14.03.04 Non-metallic mineral products::01.99 Coal nonspecified,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,02.01 Coke oven coke,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,02.02 Gas coke,14.03.04 Non-metallic mineral products::02.02 Gas coke,14.03.04 Non-metallic mineral products::02.02 Gas coke,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,02.03 Coke oven gas,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,02.04 Blast furnace gas,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,02.05 Other recovered gases,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,02.06 Patent fuel,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,02.07 Coal tar,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,02.08 BKB/PB,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,14.03.04 Non-metallic mineral products::02.01 Coke oven coke|14.03.04 Non-metallic mineral products::02.03 Coke oven gas|14.03.04 Non-metallic mineral products::02.04 Blast furnace gas|14.03.04 Non-metallic mineral products::02.05 Other recovered gases|14.03.04 Non-metallic mineral products::02.06 Patent fuel|14.03.04 Non-metallic mineral products::02.07 Coal tar|14.03.04 Non-metallic mineral products::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,06.01 Crude oil,14.03.04 Non-metallic mineral products::06.01 Crude oil,14.03.04 Non-metallic mineral products::06.01 Crude oil,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.01 Motor gasoline,14.03.04 Non-metallic mineral products::07.01 Motor gasoline,14.03.04 Non-metallic mineral products::07.01 Motor gasoline,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.02 Aviation gasoline,14.03.04 Non-metallic mineral products::07.02 Aviation gasoline,14.03.04 Non-metallic mineral products::07.02 Aviation gasoline,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.03 Naphtha,14.03.04 Non-metallic mineral products::07.03 Naphtha,14.03.04 Non-metallic mineral products::07.03 Naphtha,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.04 Gasoline type jet fuel,14.03.04 Non-metallic mineral products::07.04 Gasoline type jet fuel,14.03.04 Non-metallic mineral products::07.04 Gasoline type jet fuel,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.05 Kerosene type jet fuel,14.03.04 Non-metallic mineral products::07.05 Kerosene type jet fuel,14.03.04 Non-metallic mineral products::07.05 Kerosene type jet fuel,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.06 Kerosene,14.03.04 Non-metallic mineral products::07.06 Kerosene,14.03.04 Non-metallic mineral products::07.06 Kerosene,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.07 Gas/diesel oil,14.03.04 Non-metallic mineral products::07.07 Gas/diesel oil,14.03.04 Non-metallic mineral products::07.07 Gas/diesel oil,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.08 Fuel oil,14.03.04 Non-metallic mineral products::07.08 Fuel oil,14.03.04 Non-metallic mineral products::07.08 Fuel oil,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.09 LPG,14.03.04 Non-metallic mineral products::07.09 LPG,14.03.04 Non-metallic mineral products::07.09 LPG,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.10 Refinery gas (not liquefied),14.03.04 Non-metallic mineral products::07.10 Refinery gas (not liquefied),14.03.04 Non-metallic mineral products::07.10 Refinery gas (not liquefied),unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.11 Ethane,14.03.04 Non-metallic mineral products::07.11 Ethane,14.03.04 Non-metallic mineral products::07.11 Ethane,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.12 White spirit SBP,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.13 Lubricants,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.14 Bitumen,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.15 Paraffin waxes,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,unchanged
